<<<<<<< HEAD
Categoria,Limite_Mensual
Vivienda (Renta/Mtto),13000.0
Telecom (Telcel/Internet),700.0
=======
Categoria,Limite_Mensual
Vivienda (Renta/Mtto),13000.0
Telecom (Telcel/Internet),700.0
>>>>>>> ee044d9797f50dbcdd5a33180d256eb5c7056427
